@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute inputs-106 numeric
@attribute inputs-107 numeric
@attribute inputs-108 numeric
@attribute inputs-109 numeric
@attribute inputs-110 numeric
@attribute inputs-111 numeric
@attribute inputs-112 numeric
@attribute inputs-113 numeric
@attribute inputs-114 numeric
@attribute inputs-115 numeric
@attribute inputs-116 numeric
@attribute inputs-117 numeric
@attribute inputs-118 numeric
@attribute inputs-119 numeric
@attribute inputs-120 numeric
@attribute inputs-121 numeric
@attribute inputs-122 numeric
@attribute inputs-123 numeric
@attribute inputs-124 numeric
@attribute inputs-125 numeric
@attribute inputs-126 numeric
@attribute inputs-127 numeric
@attribute inputs-128 numeric
@attribute inputs-129 numeric
@attribute inputs-130 numeric
@attribute inputs-131 numeric
@attribute inputs-132 numeric
@attribute inputs-133 numeric
@attribute inputs-134 numeric
@attribute inputs-135 numeric
@attribute inputs-136 numeric
@attribute inputs-137 numeric
@attribute inputs-138 numeric
@attribute inputs-139 numeric
@attribute inputs-140 numeric
@attribute inputs-141 numeric
@attribute inputs-142 numeric
@attribute inputs-143 numeric
@attribute inputs-144 numeric
@attribute inputs-145 numeric
@attribute inputs-146 numeric
@attribute inputs-147 numeric
@attribute inputs-148 numeric
@attribute inputs-149 numeric
@attribute inputs-150 numeric
@attribute inputs-151 numeric
@attribute inputs-152 numeric
@attribute inputs-153 numeric
@attribute inputs-154 numeric
@attribute inputs-155 numeric
@attribute inputs-156 numeric
@attribute inputs-157 numeric
@attribute inputs-158 numeric
@attribute inputs-159 numeric
@attribute inputs-160 numeric
@attribute inputs-161 numeric
@attribute inputs-162 numeric
@attribute inputs-163 numeric
@attribute inputs-164 numeric
@attribute inputs-165 numeric
@attribute inputs-166 numeric
@attribute inputs-167 numeric
@attribute inputs-168 numeric
@attribute inputs-169 numeric
@attribute inputs-170 numeric
@attribute inputs-171 numeric
@attribute inputs-172 numeric
@attribute inputs-173 numeric
@attribute inputs-174 numeric
@attribute inputs-175 numeric
@attribute inputs-176 numeric
@attribute inputs-177 numeric
@attribute inputs-178 numeric
@attribute inputs-179 numeric
@attribute inputs-180 numeric
@attribute inputs-181 numeric
@attribute inputs-182 numeric
@attribute inputs-183 numeric
@attribute inputs-184 numeric
@attribute inputs-185 numeric
@attribute inputs-186 numeric
@attribute inputs-187 numeric
@attribute inputs-188 numeric
@attribute inputs-189 numeric
@attribute inputs-190 numeric
@attribute inputs-191 numeric
@attribute inputs-192 numeric
@attribute inputs-193 numeric
@attribute inputs-194 numeric
@attribute inputs-195 numeric
@attribute inputs-196 numeric
@attribute inputs-197 numeric
@attribute inputs-198 numeric
@attribute inputs-199 numeric
@attribute inputs-200 numeric
@attribute inputs-201 numeric
@attribute inputs-202 numeric
@attribute inputs-203 numeric
@attribute inputs-204 numeric
@attribute inputs-205 numeric
@attribute inputs-206 numeric
@attribute inputs-207 numeric
@attribute inputs-208 numeric
@attribute inputs-209 numeric
@attribute inputs-210 numeric
@attribute inputs-211 numeric
@attribute inputs-212 numeric
@attribute inputs-213 numeric
@attribute inputs-214 numeric
@attribute inputs-215 numeric
@attribute inputs-216 numeric
@attribute inputs-217 numeric
@attribute inputs-218 numeric
@attribute inputs-219 numeric
@attribute inputs-220 numeric
@attribute inputs-221 numeric
@attribute inputs-222 numeric
@attribute inputs-223 numeric
@attribute inputs-224 numeric
@attribute inputs-225 numeric
@attribute inputs-226 numeric
@attribute inputs-227 numeric
@attribute inputs-228 numeric
@attribute inputs-229 numeric
@attribute inputs-230 numeric
@attribute inputs-231 numeric
@attribute inputs-232 numeric
@attribute inputs-233 numeric
@attribute inputs-234 numeric
@attribute inputs-235 numeric
@attribute inputs-236 numeric
@attribute inputs-237 numeric
@attribute inputs-238 numeric
@attribute inputs-239 numeric
@attribute inputs-240 numeric
@attribute inputs-241 numeric
@attribute inputs-242 numeric
@attribute inputs-243 numeric
@attribute inputs-244 numeric
@attribute inputs-245 numeric
@attribute inputs-246 numeric
@attribute inputs-247 numeric
@attribute inputs-248 numeric
@attribute inputs-249 numeric
@attribute inputs-250 numeric
@attribute inputs-251 numeric
@attribute inputs-252 numeric
@attribute inputs-253 numeric
@attribute inputs-254 numeric
@attribute inputs-255 numeric
@attribute inputs-256 numeric
@attribute inputs-257 numeric
@attribute inputs-258 numeric
@attribute inputs-259 numeric
@attribute inputs-260 numeric
@attribute inputs-261 numeric
@attribute inputs-262 numeric
@attribute inputs-263 numeric
@attribute inputs-264 numeric
@attribute inputs-265 numeric
@attribute inputs-266 numeric
@attribute inputs-267 numeric
@attribute inputs-268 numeric
@attribute inputs-269 numeric
@attribute inputs-270 numeric
@attribute inputs-271 numeric
@attribute inputs-272 numeric
@attribute inputs-273 numeric
@attribute inputs-274 numeric
@attribute inputs-275 numeric
@attribute inputs-276 numeric
@attribute inputs-277 numeric
@attribute inputs-278 numeric
@attribute inputs-279 numeric
@attribute inputs-280 numeric
@attribute inputs-281 numeric
@attribute inputs-282 numeric
@attribute inputs-283 numeric
@attribute inputs-284 numeric
@attribute inputs-285 numeric
@attribute inputs-286 numeric
@attribute inputs-287 numeric
@attribute inputs-288 numeric
@attribute inputs-289 numeric
@attribute inputs-290 numeric
@attribute inputs-291 numeric
@attribute inputs-292 numeric
@attribute inputs-293 numeric
@attribute inputs-294 numeric
@attribute inputs-295 numeric
@attribute inputs-296 numeric
@attribute inputs-297 numeric
@attribute inputs-298 numeric
@attribute inputs-299 numeric
@attribute inputs-300 numeric
@attribute inputs-301 numeric
@attribute inputs-302 numeric
@attribute inputs-303 numeric
@attribute inputs-304 numeric
@attribute inputs-305 numeric
@attribute inputs-306 numeric
@attribute inputs-307 numeric
@attribute inputs-308 numeric
@attribute inputs-309 numeric
@attribute inputs-310 numeric
@attribute inputs-311 numeric
@attribute inputs-312 numeric
@attribute inputs-313 numeric
@attribute inputs-314 numeric
@attribute inputs-315 numeric
@attribute inputs-316 numeric
@attribute inputs-317 numeric
@attribute inputs-318 numeric
@attribute inputs-319 numeric
@attribute inputs-320 numeric
@attribute inputs-321 numeric
@attribute inputs-322 numeric
@attribute inputs-323 numeric
@attribute inputs-324 numeric
@attribute inputs-325 numeric
@attribute inputs-326 numeric
@attribute inputs-327 numeric
@attribute inputs-328 numeric
@attribute inputs-329 numeric
@attribute inputs-330 numeric
@attribute inputs-331 numeric
@attribute inputs-332 numeric
@attribute inputs-333 numeric
@attribute inputs-334 numeric
@attribute inputs-335 numeric
@attribute inputs-336 numeric
@attribute inputs-337 numeric
@attribute inputs-338 numeric
@attribute inputs-339 numeric
@attribute inputs-340 numeric
@attribute inputs-341 numeric
@attribute inputs-342 numeric
@attribute inputs-343 numeric
@attribute inputs-344 numeric
@attribute inputs-345 numeric
@attribute inputs-346 numeric
@attribute inputs-347 numeric
@attribute inputs-348 numeric
@attribute inputs-349 numeric
@attribute inputs-350 numeric
@attribute inputs-351 numeric
@attribute inputs-352 numeric
@attribute inputs-353 numeric
@attribute inputs-354 numeric
@attribute inputs-355 numeric
@attribute inputs-356 numeric
@attribute inputs-357 numeric
@attribute inputs-358 numeric
@attribute inputs-359 numeric
@attribute inputs-360 numeric
@attribute inputs-361 numeric
@attribute inputs-362 numeric
@attribute inputs-363 numeric
@attribute inputs-364 numeric
@attribute inputs-365 numeric
@attribute inputs-366 numeric
@attribute inputs-367 numeric
@attribute inputs-368 numeric
@attribute inputs-369 numeric
@attribute inputs-370 numeric
@attribute inputs-371 numeric
@attribute inputs-372 numeric
@attribute inputs-373 numeric
@attribute inputs-374 numeric
@attribute inputs-375 numeric
@attribute inputs-376 numeric
@attribute inputs-377 numeric
@attribute inputs-378 numeric
@attribute inputs-379 numeric
@attribute inputs-380 numeric
@attribute inputs-381 numeric
@attribute inputs-382 numeric
@attribute inputs-383 numeric
@attribute inputs-384 numeric
@attribute inputs-385 numeric
@attribute inputs-386 numeric
@attribute inputs-387 numeric
@attribute inputs-388 numeric
@attribute inputs-389 numeric
@attribute inputs-390 numeric
@attribute inputs-391 numeric
@attribute inputs-392 numeric
@attribute inputs-393 numeric
@attribute inputs-394 numeric
@attribute inputs-395 numeric
@attribute inputs-396 numeric
@attribute inputs-397 numeric
@attribute inputs-398 numeric
@attribute inputs-399 numeric
@attribute inputs-400 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
1,'2019/09/19 10:47:31:574',1,76.319763,76.718536,73.330078,65.878365,69.391708,78.737846,90.182945,95.751091,94.316841,80.871529,92.642464,104.616325,124.29406,98.294807,68.701721,252.766281,252.324966,246.171982,178.466248,159.784622,79.587563,79.563148,79.037537,74.937927,78.523872,78.866539,75.172638,85.775177,97.099174,104.306854,91.517906,108.779083,133.266373,93.783089,86.29287,254.607101,254.704651,251.379776,188.853317,161.140945,77.291664,78.730568,78.972771,76.573463,81.191521,83.29113,82.537758,89.803596,88.089195,78.632698,85.780815,108.768227,137.477432,91.455078,97.869904,254.711365,254.669724,253.11113,186.440231,158.716797,75.931427,74.173828,72.194122,71.460716,74.849174,81.647896,81.723526,89.599937,87.115997,78.142036,89.768768,106.629982,131.221466,88.810768,94.474068,205.213333,232.745972,253.485672,181.746094,154.277023,74.080299,71.069878,66.186523,65.072258,69.344398,79.459961,82.45768,85.030174,83.185112,74.416229,89.800667,103.436523,134.921112,85.115456,122.499886,252.382263,225.984375,204.050461,154.302933,155.191406,70.400391,63.877274,38.996853,20.883574,24.492838,42.792103,82.295357,85.314346,84.935646,70.666344,85.968864,101.845917,141.139328,193.20813,202.72493,254.674576,254.666672,253.332031,181.253586,161.654617,71.551758,65.833229,49.899853,36.29427,60.26215,73.878143,80.435875,83.015411,81.389435,66.947044,85.250549,101.747505,142.288513,242.196396,254.666672,254.666672,254.669373,252.324661,179.993057,162.070862,66.552086,69.07682,68.118271,67.025604,74.398003,78.183594,80.296333,82.836151,80.781677,68.156792,87.3507,99.059898,138.850479,247.584763,254.160034,225.403976,199.008041,197.693558,140.652786,141.261398,65.491753,67.104607,68.475471,70.274414,72.160912,73.27951,75.077148,78.22982,78.552734,77.076935,85.040039,94.305992,118.727539,179.502823,76.906151,47.835613,60.270615,21.425781,37.706596,44.664932,72.554359,72.345055,72.697266,74.396484,75.877815,73.139763,73.785484,78.756935,74.955727,65.265625,88.464745,91.865776,118.978729,82.148552,21.149849,49.106339,72.035378,23.783419,38.526691,35.437176,76.374458,74.696617,75.178711,76.657661,79.095161,81.942383,84.438042,86.03949,79.372505,67.305336,91.388458,95.245232,145.14595,222.806412,63.227539,44.406143,59.65321,22.243708,46.387802,57.630203,76.895294,76.301216,76.462677,77.529083,80.489799,83.687714,86.931854,88.849709,80.780174,72.949219,93.568359,101.789497,157.422745,254.955627,250.652664,214.65625,197.77063,179.317062,125.103844,131.216904,76.257484,76.520836,76.15049,78.003906,81.04644,83.617516,87.033531,89.01606,79.16494,81.182182,97.433052,108.128258,134.255966,110.79818,218.050674,254.958328,254.926758,236.726791,170.687927,165.304031,75.321503,76.443581,73.892906,78.98774,81.976021,81.982857,89.234917,90.808479,77.386604,96.125214,100.769966,116.645508,120.51844,62.298717,217.509018,254.925461,254.937607,231.547653,165.103195,158.970383,77.822807,78.057076,76.024307,80.238609,83.350914,83.067055,90.148224,91.23513,77.484261,97.024529,102.931526,121.95887,115.962349,61.209854,201.653214,209.689026,202.957581,179.750107,151.340164,154.818466,75.323242,75.622185,73.08213,76.65332,78.330727,77.022461,84.926323,89.97863,91.037651,94.967659,108.646698,129.112854,112.551758,65.50238,212.157425,246.325195,254.814682,222.360458,160.681961,154.115784,72.043076,72.969627,72.566841,77.554146,83.037544,91.145081,97.234161,98.322052,91.094727,95.758034,110.962242,133.259979,105.631615,71.122398,246.424911,254.875,254.575623,219.288834,164.572815,156.359375,76.254883,79.472984,81.718422,86.745018,89.22982,87.914063,93.969841,91.539818,80.991432,93.415474,112.415581,126.739258,99.418068,74.984703,252.907349,254.675003,252.517349,207.74382,162.532547,160.577469,77.218864,78.912544,78.017036,84.785912,87.354591,88.400932,94.432945,88.054146,77.20237,91.119904,110.005531,130.511932,94.845268,83.498589,253.39856,252.196182,242.898758,192.565002,158.034607,154.982422,78.567383,79.67025,78.33963,82.843422,80.388672,82.031578,89.408745,94.265839,81.869469,94.875114,112.690102,130.654297,91.348854,121.708229,252.332031,244.868057,200.065323,132.046219,151.224289,156.433701,0,?
2,'2019/09/19 10:47:31:657',1,75.871307,76.837013,73.810219,65.720818,68.80838,78.406792,90.724068,95.559898,93.962891,80.274086,92.731117,104.551979,123.916115,97.46299,68.669922,252.940308,252.352737,246.150513,177.875854,159.535385,79.121635,80.294807,78.393982,74.275177,78.480034,78.612198,75.017693,85.758789,96.97406,104.371529,91.026802,108.190102,132.922195,93.460503,86.527779,254.609482,254.698349,251.385742,188.40387,160.863724,77.386284,78.084846,78.93576,76.246849,81.04232,82.753365,82.256073,89.214195,87.913841,77.990448,85.441185,108.14106,137.275284,91.209534,98.218208,254.707352,254.669724,253.016174,185.700394,158.394424,75.749672,73.615669,72.371956,71.359375,74.729271,80.828773,81.641602,89.093201,86.795471,77.91037,89.679253,106.496094,131.216904,88.676003,95.293182,205.22374,233.090073,253.43457,181.125977,154.126633,73.559685,70.883575,66.068687,64.983505,68.942596,79.851997,82.17469,85.029732,83.509979,73.751625,89.549919,103.341255,135.15062,85.003044,122.981995,252.373276,225.842117,203.948441,153.853394,155.022781,70.365448,63.788086,39.113174,21.041122,24.489584,42.380314,81.899086,84.881294,84.727974,70.233078,85.333984,101.942711,141.009338,193.178909,202.935745,254.6772,254.666672,253.341675,180.547195,161.347458,71.266167,65.882484,49.901474,36.160809,59.66753,73.465385,80.235466,82.977654,81.054474,66.823997,85.313362,101.542213,142.11644,242.36882,254.666672,254.666672,254.668518,252.28093,178.910355,161.828354,66.261719,69.037544,67.744141,66.673721,74.203987,77.495018,80.035591,82.906471,80.893661,67.893013,87.020836,98.55957,138.685547,247.796448,254.431747,228.18219,201.640945,200.475586,141.739151,142.429153,65.537651,67.034393,68.003906,69.791992,71.833008,73.168617,74.543083,78.127831,78.518013,77.064339,84.805779,94.148651,118.472878,181.180557,80.315758,48.089951,60.250546,21.360136,37.822155,44.6926,72.335938,72.040802,72.426643,73.812828,75.342873,72.955727,73.768341,78.42231,74.504021,65.197052,88.507164,91.651909,118.870552,83.500328,20.972115,48.821835,71.69944,23.613932,38.314236,35.158962,75.368599,74.531036,75.083221,76.375435,79.182945,81.568146,84.01162,85.853844,79.398438,67.471565,91.240669,95.061737,145.165146,223.046326,62.405811,44.182941,59.741756,22.146811,46.162647,57.122608,76.851349,75.784828,75.996635,77.279839,80.121857,83.611107,86.938362,88.583336,80.727974,72.624451,93.256409,101.529297,157.3918,254.955078,250.101364,212.672302,195.701828,177.077591,123.841698,129.966354,75.711266,75.609489,76.465393,77.79818,80.127602,83.667641,86.840599,88.916016,79.155602,81.037331,97.362854,107.654198,134.323227,110.752602,218.324448,254.958328,254.913742,236.270187,170.405502,165.049911,75.408966,76.102325,73.728302,79.258354,81.866974,81.851021,89.268456,90.917107,77.650612,95.745117,100.58094,116.253578,120.685974,62.000652,217.737961,254.893234,254.884323,231.162857,164.935547,158.958878,77.035042,77.511177,75.488281,80.585724,82.837891,82.376854,89.754341,91.496742,77.472435,97.056641,102.809357,121.729927,115.493164,61.208447,201.886398,209.543716,202.986435,179.385864,151.12587,154.72374,75.073143,75.770943,72.492622,76.847557,78.274315,77.221893,84.417107,89.807503,91.289391,95.234161,108.539604,128.881393,112.508354,65.376305,212.429153,246.323471,254.822159,221.877609,160.547424,153.940109,72.041016,72.630096,73.064018,77.353516,82.638237,91.552734,97.09201,98.102974,90.661781,95.734047,110.431854,132.696732,105.854271,71.16819,246.771164,254.848953,254.56868,218.752274,164.296646,156.1875,77.367401,79.844841,81.83387,86.415474,89.300781,87.695961,93.982307,91.765297,80.972656,93.374779,112.737633,126.578239,99.145622,75.305779,253.100357,254.699966,252.507278,207.02356,162.305771,160.335831,77.814674,79.067268,77.754883,84.260742,86.99305,87.969078,94.204857,87.628578,77.597542,90.768013,109.96299,130.165573,94.540901,82.898979,253.357422,252.244568,242.836487,192.227982,157.906128,154.777664,78.135307,79.557617,77.809792,81.814232,79.703239,81.797966,89.665474,93.429466,82.014763,94.587563,112.544594,130.536362,91.297951,121.90332,252.354492,244.832901,199.72168,131.639862,150.945435,156.192154,0,?
3,'2019/09/19 10:47:31:706',1,75.4132,76.74707,73.3125,65.779625,68.78212,78.303062,90.950081,95.749023,94.451172,80.51899,93.069771,104.37793,124.188805,97.446503,68.823357,252.894302,252.33551,246.075638,178.267258,159.581497,79.492188,79.603188,78.287971,73.862091,78.453773,79.271378,75.208656,86.381081,96.62793,104.594299,90.857635,108.392143,132.783752,93.254234,86.341042,254.61351,254.699966,251.438675,188.575851,160.824341,76.906036,78.546661,78.644958,76.287109,81.199219,83.006935,82.427406,89.296112,88.073677,78.760742,85.317055,108.412224,137.205948,91.29438,97.792854,254.702698,254.669922,253.086166,186.0793,158.486008,75.8508,73.466362,71.898216,71.312386,74.553383,81.202797,81.933052,89.23719,87.200195,78.164497,89.375328,106.417969,131.236771,88.900505,95.081818,205.12738,232.904724,253.456711,181.440536,154.127823,73.296761,70.622505,66.004341,64.739258,69.35775,79.396919,82.253807,84.829102,83.651695,73.829315,89.647026,103.386932,134.994034,84.765411,122.697701,252.373367,225.93782,203.900162,153.96257,155.078018,70.036568,63.621639,39.036346,20.925131,24.334635,42.758572,82.070526,85.214409,84.70887,70.160698,85.57682,101.898438,141.196716,193.05632,203.028854,254.676437,254.666672,253.353943,180.864578,161.446609,71.383141,66.078888,49.438046,35.903645,59.554688,73.1735,80.338867,82.805779,81.021049,66.92524,85.337242,101.451721,142.264771,242.326279,254.666672,254.666672,254.668289,252.291245,179.360123,161.851883,66.364807,68.8368,67.244469,66.507813,74.347008,77.336372,80.156036,83.034729,80.988716,67.944122,87.243378,98.808807,138.883041,247.779099,254.580399,230.29808,203.416992,202.69368,142.647354,143.066086,65.440865,66.68055,68.25,69.658104,71.777344,72.687172,74.448357,78.29438,78.537437,76.744141,85.144096,94.120331,118.481018,182.278,83.057945,48.386826,60.31131,21.426001,37.956379,44.885418,72.325417,72.216034,72.320412,73.600586,75.225685,72.964409,73.752167,78.538628,74.550453,65.100151,88.441193,91.673615,118.972115,84.36306,21.041992,48.395939,71.699432,23.693359,38.257484,35.303169,75.569771,74.073784,74.781036,75.900604,78.773766,81.767578,83.970055,85.883888,79.354378,67.485245,91.12793,95.091362,145.175125,223.231552,61.677082,44.099827,60.061085,21.995659,45.908092,56.890518,76.833771,75.403206,76.200844,77.151581,80.01899,83.602867,86.731224,88.371521,80.49131,72.722771,93.365883,101.457573,157.416122,254.955826,249.671326,211.300354,194.300339,175.725586,122.596893,128.874786,75.688148,75.499023,76.045464,77.238281,80.33062,83.653435,86.748047,89.158958,78.975365,81.245552,97.343422,107.944557,133.934906,110.801872,218.300461,254.958328,254.919922,236.527023,170.538742,165.095261,75.340927,75.674919,73.828125,79.10601,81.612953,81.506187,89.239799,90.930992,77.555771,95.549377,100.556099,116.224495,120.362633,62.208008,217.642899,254.903641,254.895187,231.371323,164.958786,158.980576,77.057831,77.283958,75.146812,80.413086,83.03656,82.320313,90.079102,91.231987,77.826714,96.54319,102.627502,121.803596,115.614471,61.278973,201.959412,209.517899,203.013351,179.542099,151.152664,154.728088,75.51519,75.273979,72.681854,77.236214,78.072365,77.052185,84.346458,89.771156,91.28006,95.230034,108.931419,129.265411,111.971352,65.344398,212.347534,246.343323,254.819763,222.185547,160.461807,153.921768,71.808594,72.998589,72.690865,77.585823,82.768227,91.148438,97.017906,97.661018,91.072807,95.897461,110.82943,132.757706,105.574768,71.32737,246.608826,254.8125,254.574112,219.050659,164.403214,156.249771,76.385963,79.983948,81.12088,85.755318,89.310646,87.785271,93.724174,91.068459,80.719513,93.088753,111.664925,126.734375,98.921875,74.874786,253.047195,254.693893,252.558365,207.350693,162.469284,160.445847,77.676216,79.443687,77.300781,84.611977,87.137909,88.21582,94.185661,87.462776,77.197266,90.660583,109.587677,130.273651,94.760956,82.797089,253.338974,252.25206,242.854263,192.427536,157.955307,154.851776,77.958336,78.292427,77.397682,82.073456,79.353401,81.626518,89.386833,93.381081,81.658203,94.578011,112.063591,130.626511,91.274414,121.715919,252.362411,244.747726,199.760544,131.783417,150.913315,156.317184,0,?
4,'2019/09/19 10:47:31:757',1,75.275169,76.379448,73.343536,65.789604,68.987297,78.58799,90.889763,95.862083,94.126625,79.791451,93.371307,104.396698,124.430016,97.925018,68.745117,252.758133,252.363937,246.078125,178.132156,159.590622,78.587677,79.670135,78.860573,74.331917,78.680878,78.919922,75.393768,85.825195,97.01313,104.109489,90.646919,108.204643,132.559143,93.728516,86.160484,254.610123,254.701828,251.436523,188.673599,160.899307,76.931427,78.544273,78.443687,75.868813,81.186852,82.669807,82.156136,89.430664,88.150932,78.525276,85.561195,108.627068,137.106979,91.373482,97.216248,254.702042,254.670044,253.13063,186.075623,158.495544,75.283417,73.249023,71.818573,71.262695,74.746315,80.926216,81.810661,89.627815,87.145294,77.800781,89.333984,106.383026,131.067368,88.997833,94.23275,205.098099,232.892151,253.478195,181.381607,154.116333,73.492188,70.750328,65.940865,64.999893,69.037331,79.279411,82.268333,84.992615,83.675896,73.899635,89.496956,103.338432,134.953232,85.17762,122.114258,252.39888,225.965073,203.871536,153.956375,154.955734,70.327034,63.536892,38.867626,20.847982,24.164604,42.515949,81.660706,84.793732,84.593529,70.073997,85.41449,102.09787,140.989578,192.933273,202.733948,254.676636,254.666672,253.317612,180.712448,161.180893,71.496857,65.798286,50.27615,36.134766,59.624023,73.446289,80.122185,82.82769,81.16938,66.988388,84.979713,101.54818,142.036362,241.961716,254.666672,254.666672,254.669693,252.210709,179.038864,161.675034,66.122284,68.882713,67.424919,66.930122,74.497948,77.626198,80.115776,82.553711,81.052849,67.793839,86.944008,98.964195,138.791016,247.408401,254.726334,235.202805,208.194885,208.043503,144.656799,145.071182,65.48632,67.026581,68.402229,69.843536,71.927956,72.904411,74.955513,78.428276,78.160271,76.73568,84.852867,94.003258,118.58149,184.447922,89.216469,49.37294,60.042973,21.913301,38.918186,44.920353,72.444878,72.357422,72.514435,73.803383,75.572815,73.303711,73.815544,78.525284,74.634224,65.316513,88.379883,91.67144,118.994255,84.991859,20.892469,47.422527,71.744247,23.647245,38.021919,35.648327,75.530174,74.12619,74.506401,76.480797,79.015625,81.223198,84.137482,85.963982,79.440865,67.290794,91.10482,94.840492,144.617294,222.809464,58.678493,43.991211,60.494678,21.806425,45.381725,55.873806,76.573357,75.697594,76.029518,77.347542,80.493591,83.63662,86.611549,88.497833,80.913086,72.728844,93.463982,101.367729,157.076828,254.955307,248.0625,206.505432,189.60405,170.822815,119.722435,126.432503,75.978188,75.431206,76.164711,77.903107,80.88607,83.640839,86.857201,88.943359,79.249565,80.601135,97.489586,107.634117,134.247086,110.630859,217.901474,254.958328,254.921555,236.422195,170.43782,165.030502,74.782341,75.700417,73.649315,78.871521,81.729057,81.76844,89.274414,90.937614,77.688042,95.175346,100.608398,115.883026,120.526802,62.281681,217.230148,254.940109,254.930115,231.366989,164.922852,158.827042,77.806313,77.868492,75.26107,80.285156,82.824005,82.999672,90.136177,91.397682,77.286018,97.004669,102.60807,121.627815,116.055664,61.444118,201.394302,209.582458,202.944443,179.591476,151.182724,154.668076,75.070099,75.262367,72.441406,76.937614,77.840919,76.790581,84.362633,89.449654,91.141167,95.358398,108.588982,129.083755,112.487953,65.268768,211.951721,246.263123,254.819992,222.161133,160.585281,153.916992,71.899315,72.673286,73.038734,77.033089,82.508461,91.320747,97.086586,98.283318,90.657555,95.584633,110.447487,132.819778,106.135963,70.793182,246.231216,254.765625,254.552856,218.997391,164.318237,156.208435,76.973518,79.787437,81.36219,86.389748,89.536133,87.95475,93.978088,91.649086,80.933922,92.980354,112.068573,126.865883,99.156792,75.048393,252.864578,254.674484,252.557297,207.390198,162.527344,160.387466,76.993263,79.44043,78.272789,84.065323,87.212128,87.433807,94.146156,87.908852,76.816734,90.581596,110.580299,130.31781,95.556419,83.006836,253.341476,252.209106,242.822586,192.382919,157.917313,154.731018,77.393341,78.985466,78.166016,82.601135,79.776482,81.839081,89.065315,93.922638,81.614044,94.396584,112.642792,131.437714,91.518341,121.722443,252.314346,244.807297,199.971878,131.797195,151.086487,156.419052,0,?
